Project.clutch.ID,Breeding.year,Common.species,Latin.species,Analyses.breeding.habitat.type,Region.Country,Region.County,county,Region.central.longitude.coordinate,Region.central.latitude.coordinate,Clutch.size,Clutch.no.eggs.Hatched,Clutch.no.eggs.Failed,Clutch.no.eggs.Abandoned,Clutch.no.eggs.Predated,Clutch.no.eggs.Damaged,Clutch.no.eggs.Unknown,Phase.1.failed.only,Phase.2.failed.only,Phase.3.failed.only,NA.and.Unknown.embryo.mortality.data.failed.only,Phase.1.failedandabandoned,Phase.2.failedandabandoned,Phase.3.failedandabandoned,NA.and.Unknown.embryo.mortality.data.failedandabandoned,Hatched,Incubation.type
Wild.Clutch.14,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.15,2022,Eurasian Curlew,Numenius arquata,Other,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.16,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.17,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,3,Wild
Wild.Clutch.18,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,2,Wild
Wild.Clutch.19,2022,Eurasian Curlew,Numenius arquata,Wetland,England,NA,NA,NA,NA,4,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,Wild
Wild.Clutch.20,2022,Eurasian Curlew,Numenius arquata,Grassland,England,NA,NA,NA,NA,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.21,2022,Eurasian Curlew,Numenius arquata,Grassland,England,NA,NA,NA,NA,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.22,2022,Eurasian Curlew,Numenius arquata,Grassland,England,NA,NA,NA,NA,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.23,2022,Eurasian Curlew,Numenius arquata,Grassland,England,NA,NA,NA,NA,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.24,2022,Eurasian Curlew,Numenius arquata,Grassland,England,NA,NA,NA,NA,4,2,2,0,0,0,0,0,0,2,0,0,0,2,0,2,Wild
Wild.Clutch.25,2022,Eurasian Curlew,Numenius arquata,Wetland,England,NA,NA,NA,NA,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.26,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.27,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.28,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.29,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.30,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.31,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.32,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.33,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.34,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.35,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.36,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.37,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.38,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.39,2022,Eurasian Curlew,Numenius arquata,Moorland,England,Lancashire,['Lancashire'],-2.4609,53.8622,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.40,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.41,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.42,2022,Eurasian Curlew,Numenius arquata,Moorland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.43,2022,Eurasian Curlew,Numenius arquata,Moorland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.44,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.45,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.46,2022,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.47,2022,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,2,1,0,0,1,0,0,0,1,0,0,0,1,0,2,Wild
Wild.Clutch.48,2022,Eurasian Curlew,Numenius arquata,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,1,3,0,0,0,0,3,0,0,0,3,0,0,0,1,Wild
Wild.Clutch.49,2022,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.50,2022,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,1,3,0,0,0,0,2,0,0,1,2,0,0,1,1,Wild
Wild.Clutch.51,2022,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,2,1,0,0,0,1,0,0,1,0,0,0,1,0,2,Wild
Wild.Clutch.52,2022,Eurasian Curlew,Numenius arquata,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.53,2022,Eurasian Curlew,Numenius arquata,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,3,Wild
Wild.Clutch.54,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Norfolk,['Norfolk'],0.9647,52.6712,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.55,2022,Eurasian Curlew,Numenius arquata,Military,England,Suffolk,['Suffolk'],1.0492,52.2539,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.56,2022,Eurasian Curlew,Numenius arquata,Military,England,Suffolk,['Suffolk'],1.0492,52.2539,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.57,2022,Eurasian Curlew,Numenius arquata,Military,England,Suffolk,['Suffolk'],1.0492,52.2539,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.58,2022,Eurasian Curlew,Numenius arquata,Military,England,Norfolk,['Norfolk'],0.9647,52.6712,4,3,1,0,0,0,0,0,1,0,0,0,1,0,0,3,Wild
Wild.Clutch.59,2022,Eurasian Curlew,Numenius arquata,Military,England,Norfolk,['Norfolk'],0.9647,52.6712,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,3,Wild
Wild.Clutch.60,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.61,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.62,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,Wild
Wild.Clutch.63,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Wild
Wild.Clutch.64,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.65,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.66,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.67,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,2,Wild
Wild.Clutch.68,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.69,2022,Eurasian Curlew,Numenius arquata,Wetland,Republic of Ireland,Longford,County Longford,-7.7057,53.7318,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.70,2022,Eurasian Curlew,Numenius arquata,Wetland,Republic of Ireland,Leitrim,County Leitrim,-8.0036,54.1404,4,2,2,0,0,0,0,1,0,1,0,1,0,1,0,2,Wild
Wild.Clutch.71,2022,Eurasian Curlew,Numenius arquata,Grassland,Republic of Ireland,Galway,County Galway,-9.1336,53.3404,4,2,2,0,0,0,0,0,0,0,2,0,0,0,2,2,Wild
Wild.Clutch.72,2022,Eurasian Curlew,Numenius arquata,Wetland,Republic of Ireland,Leitrim,County Leitrim,-8.0036,54.1404,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.73,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.74,2022,Eurasian Curlew,Numenius arquata,NA,England,Gloucestershire,['Gloucestershire'],-2.1524,51.8197,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.75,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Buckinghamshire,['Buckinghamshire'],-0.8057,51.7697,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.76,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.77,2022,Eurasian Curlew,Numenius arquata,Grassland,England,NA,NA,NA,NA,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.78,2022,Eurasian Curlew,Numenius arquata,NA,England,Gloucestershire,['Gloucestershire'],-2.1524,51.8197,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,Wild
Wild.Clutch.79,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.80,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Wild
Wild.Clutch.81,2022,Eurasian Curlew,Numenius arquata,NA,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.82,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.83,2022,Eurasian Curlew,Numenius arquata,NA,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,3,Wild
Wild.Clutch.84,2022,Eurasian Curlew,Numenius arquata,NA,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,Wild
Wild.Clutch.85,2022,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.86,2022,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,2,2,0,0,0,0,0,0,2,0,0,0,2,0,2,Wild
Wild.Clutch.87,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Somerset,['Somerset'],-3.296,51.0718,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.88,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Somerset,['Somerset'],-3.296,51.0718,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.89,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Somerset,['Somerset'],-3.296,51.0718,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.90,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Somerset,['Somerset'],-3.296,51.0718,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.91,2022,Eurasian Curlew,Numenius arquata,Wetland,England,Somerset,['Somerset'],-3.296,51.0718,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.92,2022,Eurasian Curlew,Numenius arquata,Wetland,Republic of Ireland,Monaghan,County Monaghan,-6.9418,54.1619,4,2,2,0,0,0,0,0,0,2,0,0,0,2,0,2,Wild
Wild.Clutch.93,2022,Eurasian Curlew,Numenius arquata,Grassland,Republic of Ireland,Leitrim,County Leitrim,-8.0036,54.1404,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.94,2022,Eurasian Curlew,Numenius arquata,Grassland,Republic of Ireland,Leitrim,County Leitrim,-8.0036,54.1404,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.95,2022,Eurasian Curlew,Numenius arquata,Grassland,Republic of Ireland,Monaghan,County Monaghan,-6.9418,54.1619,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.96,2022,Eurasian Curlew,Numenius arquata,Grassland,Republic of Ireland,Leitrim,County Leitrim,-8.0036,54.1404,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.97,2023,Eurasian Curlew,Numenius arquata,NA,Scotland,Aberdeenshire,['Aberdeenshire'],-2.7921,57.2347,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.98,2023,Eurasian Curlew,Numenius arquata,NA,Scotland,Aberdeenshire,['Aberdeenshire'],-2.7921,57.2347,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,3,Wild
Wild.Clutch.99,2023,Eurasian Curlew,Numenius arquata,Moorland,Scotland,Aberdeenshire,['Aberdeenshire'],-2.7921,57.2347,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.100,2023,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.101,2023,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,1,2,0,0,0,1,0,0,0,2,0,0,0,2,1,Wild
Wild.Clutch.102,2023,Eurasian Curlew,Numenius arquata,Wetland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.103,2023,Eurasian Curlew,Numenius arquata,Wetland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,2,2,0,0,0,0,0,0,0,2,0,0,0,2,2,Wild
Wild.Clutch.104,2023,Eurasian Curlew,Numenius arquata,Wetland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.105,2023,Eurasian Curlew,Numenius arquata,Wetland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.106,2023,Eurasian Curlew,Numenius arquata,Wetland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.107,2023,Eurasian Curlew,Numenius arquata,Wetland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.108,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.109,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Northumberland,['Northumberland'],-2.0752,55.3004,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.110,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.111,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Northumberland,['Northumberland'],-2.0752,55.3004,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.112,2023,Eurasian Curlew,Numenius arquata,Grassland,England,NA,NA,NA,NA,4,0,3,0,1,0,0,0,0,1,2,0,0,1,2,0,Wild
Wild.Clutch.113,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.114,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.115,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.116,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.117,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.118,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.119,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.120,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.121,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.122,2023,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.123,2023,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.124,2023,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.125,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.126,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.127,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.128,2023,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.129,2023,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.130,2023,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.131,2023,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.132,2023,Eurasian Curlew,Numenius arquata,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.133,2023,Eurasian Curlew,Numenius arquata,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.134,2023,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,Wild
Wild.Clutch.135,2023,Eurasian Curlew,Numenius arquata,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.136,2023,Eurasian Curlew,Numenius arquata,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.137,2023,Eurasian Curlew,Numenius arquata,NA,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,1,3,0,0,0,0,0,0,2,1,0,0,2,1,1,Wild
Wild.Clutch.138,2023,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.139,2023,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.140,2023,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.141,2023,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.142,2023,Eurasian Curlew,Numenius arquata,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.143,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.144,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.145,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,2,0,2,0,0,0,0,0,0,0,0,0,1,1,2,Wild
Wild.Clutch.146,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.147,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.148,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
