Project.clutch.ID,Breeding.year,Common.species,Latin.species,Analyses.breeding.habitat.type,Region.Country,Region.County,county,Region.central.longitude.coordinate,Region.central.latitude.coordinate,Clutch.size,Clutch.no.eggs.Hatched,Clutch.no.eggs.Failed,Clutch.no.eggs.Abandoned,Clutch.no.eggs.Predated,Clutch.no.eggs.Damaged,Clutch.no.eggs.Unknown,Phase.1.failed.only,Phase.2.failed.only,Phase.3.failed.only,NA.and.Unknown.embryo.mortality.data.failed.only,Phase.1.failedandabandoned,Phase.2.failedandabandoned,Phase.3.failedandabandoned,NA.and.Unknown.embryo.mortality.data.failedandabandoned,Hatched,Incubation.type
Wild.Clutch.149,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.150,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.151,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.152,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,0,4,0,0,0,0,0,0,1,3,0,0,1,3,0,Wild
Wild.Clutch.153,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.154,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.155,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.156,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.157,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.158,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.159,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.160,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.161,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.162,2023,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.163,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.164,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.165,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,3,Wild
Wild.Clutch.166,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.167,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.168,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.169,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.170,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.171,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.172,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.173,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.174,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.175,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.176,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.177,2023,Eurasian Curlew,Numenius arquata,Moorland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.178,2023,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.179,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.180,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Gloucestershire,['Gloucestershire'],-2.1524,51.8197,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.181,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.182,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Gloucestershire,['Gloucestershire'],-2.1524,51.8197,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,Wild
Wild.Clutch.183,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Gloucestershire,['Gloucestershire'],-2.1524,51.8197,4,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,Wild
Wild.Clutch.184,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Gloucestershire,['Gloucestershire'],-2.1524,51.8197,4,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,Wild
Wild.Clutch.185,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,Wild
Wild.Clutch.186,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.187,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,1,3,0,0,0,0,2,0,1,0,2,0,1,0,1,Wild
Wild.Clutch.188,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.189,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.190,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,Wild
Wild.Clutch.191,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Worcestershire,['Worcestershire'],-2.2094,52.2129,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,Wild
Wild.Clutch.192,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Gloucestershire,['Gloucestershire'],-2.1524,51.8197,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,3,Wild
Wild.Clutch.193,2023,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.194,2023,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.195,2023,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,2,2,0,0,0,0,0,0,0,2,0,0,0,2,2,Wild
Wild.Clutch.196,2023,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,2,2,0,0,0,0,0,0,1,1,0,0,1,1,2,Wild
Wild.Clutch.197,2023,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,Wild
Wild.Clutch.198,2023,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.199,2023,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,1,2,0,0,0,1,0,0,2,0,0,0,2,0,1,Wild
Wild.Clutch.200,2023,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.201,2023,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,2,Wild
Wild.Clutch.202,2023,Eurasian Curlew,Numenius arquata,NA,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,Wild
Wild.Clutch.203,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.204,2023,Eurasian Curlew,Numenius arquata,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.205,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.206,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.207,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.208,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.209,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.210,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.211,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,3,Wild
Wild.Clutch.212,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.213,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.214,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.215,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.216,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.217,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.218,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.219,2024,Eurasian Curlew,Numenius arquata,Grassland,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.220,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Northumberland,['Northumberland'],-2.0752,55.3004,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.221,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Northumberland,['Northumberland'],-2.0752,55.3004,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.222,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Northumberland,['Northumberland'],-2.0752,55.3004,4,2,2,0,0,0,0,0,0,2,0,0,0,2,0,2,Wild
Wild.Clutch.223,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Northumberland,['Northumberland'],-2.0752,55.3004,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,3,Wild
Wild.Clutch.224,2024,Eurasian Curlew,Numenius arquata,Mixed,England,Northumberland,['Northumberland'],-2.0752,55.3004,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,3,Wild
Wild.Clutch.225,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Northumberland,['Northumberland'],-2.0752,55.3004,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.226,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.227,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.228,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.229,2024,Eurasian Curlew,Numenius arquata,Moorland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.230,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.231,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.232,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.233,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.234,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.235,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.236,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.237,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.238,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.239,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.240,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.241,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.242,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.243,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.244,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,3,Wild
Wild.Clutch.245,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,2,2,0,0,0,0,0,0,0,2,0,0,0,2,2,Wild
Wild.Clutch.246,2024,Eurasian Curlew,Numenius arquata,NA,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.247,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.248,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.249,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.250,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.251,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Wild
Wild.Clutch.252,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.253,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wild
Wild.Clutch.254,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,3,1,2,0,0,0,0,0,0,0,2,0,0,0,2,1,Wild
Wild.Clutch.255,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.256,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.257,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.258,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.259,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Wild
Wild.Clutch.260,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,Wild
Wild.Clutch.261,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wild
Wild.Clutch.262,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.263,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.264,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.265,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.266,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,2,2,0,0,0,0,0,0,0,2,0,0,0,2,2,Wild
Wild.Clutch.267,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,2,2,0,0,0,0,0,0,0,2,0,0,0,2,2,Wild
Wild.Clutch.268,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.269,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,2,Wild
Wild.Clutch.270,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.271,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.272,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.273,2024,Eurasian Curlew,Numenius arquata,Wetland,Scotland,Inverness,['Highland'],-4.661,57.5866,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
Wild.Clutch.274,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.275,2024,Eurasian Curlew,Numenius arquata,NA,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,0,0,4,0,0,0,0,0,0,0,2,0,0,2,0,Wild
Wild.Clutch.276,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,Wild
Wild.Clutch.277,2024,Eurasian Curlew,Numenius arquata,NA,England,Shropshire,['Shropshire'],-2.7367,52.6221,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.278,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,4,2,2,0,0,0,0,0,0,2,0,0,0,2,0,2,Wild
Wild.Clutch.279,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Shropshire,['Shropshire'],-2.7367,52.6221,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Wild
Wild.Clutch.280,2024,Eurasian Curlew,Numenius arquata,Grassland,Wales,Powys,['Powys'],-3.4353,52.3486,3,1,2,0,0,0,0,0,1,1,0,0,1,1,0,1,Wild
Wild.Clutch.281,2024,Eurasian Curlew,Numenius arquata,Grassland,England,Herefordshire,['Hertfordshire'],-2.7393,52.0816,3,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,Wild
Wild.Clutch.282,2024,Eurasian Curlew,Numenius arquata,Grassland,England,North Yorkshire,['North Yorkshire'],-1.5503,54.0937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wild
